conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,full_text_bersih,text_clean,text_normal,text_stopword,text_stemmed
2045259306111815752,2026-04-17T21:53:12.000Z,1,"#Gempa Mag:5.4, 18-Apr-2026 04:46:29WIB, Lok:6.05LS, 148.56BT (909 km Tenggara PEG-BINTANG-PAPUA), Kedlmn:22 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/QDuCtY2ZGm",2045259306111815752,https://pbs.twimg.com/tweet_video_thumb/HGI4gCWaAAAl6Tw.jpg,,in,,0,0,0,https://x.com/infoBMKG/status/2045259306111815752,108543358,infoBMKG,"#Gempa Mag:5.4, 18-Apr-2026 04:46:29WIB, Lok:6.05LS, 148.56BT (909 km Tenggara PEG-BINTANG-PAPUA), Kedlmn:22 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/QDuCtY2ZGm",gempa mag apr wib lok ls bt km tenggara peg bintang papua kedlmn km bmkg disclaimer informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km tenggara peg bintang papua kedlmn km bmkg disclaimer informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km tenggara peg bintang papua kedlmn km bmkg disclaimer informasi mengutamakan kecepatan sehingga hasil pengolahan data belum stabil bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km tenggara g bintang papua dlmn km bmkg sclaimer informas ngutama cepatan sehingga hasil ngolahan data belum stabil bisa berubah seiring lengkapan data
2045257285208097047,2026-04-17T21:45:10.000Z,2,"#Gempa Mag:2.3, 18-Apr-2026 04:41:43WIB, Lok:8.60LS, 110.26BT (77 km BaratDaya GUNUNGKIDUL-DIY), Kedlmn:19 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/R2pqPiUeEr",2045257285208097047,https://pbs.twimg.com/tweet_video_thumb/HGI2qboaUAAneT3.jpg,,in,,0,0,1,https://x.com/infoBMKG/status/2045257285208097047,108543358,infoBMKG,"#Gempa Mag:2.3, 18-Apr-2026 04:41:43WIB, Lok:8.60LS, 110.26BT (77 km BaratDaya GUNUNGKIDUL-DIY), Kedlmn:19 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/R2pqPiUeEr",gempa mag apr wib lok ls bt km baratdaya gunungkidul diy kedlmn km bmkg disclaimer informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km baratdaya gunungkidul diy kedlmn km bmkg disclaimer informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km baratdaya gunungkidul diy kedlmn km bmkg disclaimer informasi mengutamakan kecepatan sehingga hasil pengolahan data belum stabil bisa berubah seiring kelengkapan data,gempa mag apr wib lok ls bt km baratdaya gunungkidul y dlmn km bmkg sclaimer informas ngutama cepatan sehingga hasil ngolahan data belum stabil bisa berubah seiring lengkapan data
2044219030488400182,2026-04-15T00:59:31.000Z,4083,"Komplotan Begal Terhadap Petugas Pemadam Kebakaran Di Gambir Dibekuk Polisi, 7 Pelaku Diamankan ‼

Jajaran Polres Metro Jakarta Pusat menangkap komplotan begal yang beraksi di kawasan Gambir, Jakarta Pusat. Penangkapan dilakukan pada Senin (13/4/2026) di sebuah apartemen di https://t.co/nBDaGqdyiy",2044219030488400182,https://pbs.twimg.com/amplify_video_thumb/2044218583451103232/img/s_glWj_Hj9UFrYis.jpg,,in,,34,179,560,https://x.com/RadioElshinta/status/2044219030488400182,121640063,RadioElshinta,"Komplotan Begal Terhadap Petugas Pemadam Kebakaran Di Gambir Dibekuk Polisi, 7 Pelaku Diamankan ‼

Jajaran Polres Metro Jakarta Pusat menangkap komplotan begal yang beraksi di kawasan Gambir, Jakarta Pusat. Penangkapan dilakukan pada Senin (13/4/2026) di sebuah apartemen di https://t.co/nBDaGqdyiy",komplotan begal terhadap petugas pemadam kebakaran di gambir dibekuk polisi pelaku diamankan jajaran polres metro jakarta pusat menangkap komplotan begal yang beraksi di kawasan gambir jakarta pusat penangkapan dilakukan pada senin di sebuah apartemen di,komplotan begal terhadap petugas pemadam kebakaran di gambir dibekuk polisi pelaku diamankan jajaran polres metro jakarta pusat menangkap komplotan begal yang beraksi di kawasan gambir jakarta pusat penangkapan dilakukan pada senin di sebuah apartemen di,komplotan begal terhadap petugas pemadam kebakaran gambir dibekuk polisi pelaku diamankan jajaran polres metro jakarta pusat menangkap komplotan begal beraksi kawasan gambir jakarta pusat penangkapan dilakukan senin apartemen,komplotan begal hadap tugas madam bakaran gambir bekuk polis la aman jajaran polres tro jakarta pusat nangkap komplotan begal beraks kawasan gambir jakarta pusat nangkapan laku senin apartemen
2044985864586248552,2026-04-17T03:47:52.000Z,0,"Setelah mengerahkan 10 unit dan 50 personel, pemadaman api dinyatakan selesai pukul 04.52 WIB.",2044986172821434467,,humasjakfire,in,,0,0,0,https://x.com/humasjakfire/status/2044986172821434467,555862521,humasjakfire,"Setelah mengerahkan 10 unit dan 50 personel, pemadaman api dinyatakan selesai pukul 04.52 WIB.",setelah mengerahkan unit dan personel pemadaman api dinyatakan selesai pukul wib,setelah mengerahkan unit dan personel pemadaman api dinyatakan selesai pukul wib,setelah mengerahkan unit personel pemadaman api dinyatakan selesai pukul wib,sete ngerah unit rsonel madaman ap nyata selesa pukul wib
2044316588095221804,2026-04-15T07:27:10.000Z,1,"Polisi menangkap sejumlah pelaku pencurian dengan kekerasan (curas) atau begal terhadap seorang anggota pemadam kebakaran di kawasan Jakarta Pusat. Bahkan, peristiwa yang dialami korban sempat menjadi perhatian publik setelah videonya viral di media sosial. Ada sebanyak 5 pelaku https://t.co/45esaRQ4Xg",2044316588095221804,https://pbs.twimg.com/media/HF7fFsSaUAAAicR.jpg,,in,,0,0,1,https://x.com/RadioElshinta/status/2044316588095221804,121640063,RadioElshinta,"Polisi menangkap sejumlah pelaku pencurian dengan kekerasan (curas) atau begal terhadap seorang anggota pemadam kebakaran di kawasan Jakarta Pusat. Bahkan, peristiwa yang dialami korban sempat menjadi perhatian publik setelah videonya viral di media sosial. Ada sebanyak 5 pelaku https://t.co/45esaRQ4Xg",polisi menangkap sejumlah pelaku pencurian dengan kekerasan curas atau begal terhadap seorang anggota pemadam kebakaran di kawasan jakarta pusat bahkan peristiwa yang dialami korban sempat menjadi perhatian publik setelah videonya viral di media sosial ada sebanyak pelaku,polisi menangkap sejumlah pelaku pencurian dengan kekerasan curas atau begal terhadap seorang anggota pemadam kebakaran di kawasan jakarta pusat bahkan peristiwa yang dialami korban sempat menjadi perhatian publik setelah videonya viral di media sosial ada sebanyak pelaku,polisi menangkap sejumlah pelaku pencurian kekerasan curas begal terhadap seorang anggota pemadam kebakaran kawasan jakarta pusat bahkan peristiwa dialami korban sempat menjadi perhatian publik setelah videonya viral media sosial ada sebanyak pelaku,polis nangkap sejum la ncurian kerasan curas begal hadap seorang anggota madam bakaran kawasan jakarta pusat bah ristiwa alam korban sempat njad rhatian publik sete video viral dia sosial ada sebanyak la
2043179300048830891,2026-04-12T04:16:44.000Z,1,"@MindaXtv Cara memadamkan api, ambil kain basah yang bisa menyerap air, basahi, lalu tutup apinya sampai gak ada udara yang masuk.",2043181498875232669,,MindaXtv,in,,0,1,1,https://x.com/Lima8Satu/status/2043181498875232669,1237012707481550848,Lima8Satu,"@MindaXtv Cara memadamkan api, ambil kain basah yang bisa menyerap air, basahi, lalu tutup apinya sampai gak ada udara yang masuk.",cara memadamkan api ambil kain basah yang bisa menyerap air basahi lalu tutup apinya sampai gak ada udara yang masuk,cara memadamkan api ambil kain basah yang bisa menyerap air basahi lalu tutup apinya sampai tidak ada udara yang masuk,cara memadamkan api ambil kain basah bisa menyerap air basahi lalu tutup apinya sampai tidak ada udara masuk,cara madam ap ambil kain basah bisa nyerap air basah lalu tutup ap sampa tidak ada udara masuk
2038449475488997540,2026-03-30T02:53:22.000Z,8,"Sebuah gudang di kawasan industri Ne’ot Hovav, dekat Beersheba, terbakar pada Minggu (29/3) setelah terdampak serangan Iran ke wilayah selatan Israel.

Petugas pemadam kebakaran berjibaku memadamkan api, sementara asap tebal membumbung tinggi dari area terdampak.

Tim dari https://t.co/X9nMzlgQyb",2038449475488997540,https://pbs.twimg.com/amplify_video_thumb/2038449378751635456/img/UVfCx5C8GepsGgVm.jpg,,in,,0,0,1,https://x.com/Metro_TV/status/2038449475488997540,57261519,Metro_TV,"Sebuah gudang di kawasan industri Ne’ot Hovav, dekat Beersheba, terbakar pada Minggu (29/3) setelah terdampak serangan Iran ke wilayah selatan Israel.

Petugas pemadam kebakaran berjibaku memadamkan api, sementara asap tebal membumbung tinggi dari area terdampak.

Tim dari https://t.co/X9nMzlgQyb",sebuah gudang di kawasan industri ne ot hovav dekat beersheba terbakar pada minggu setelah terdampak serangan iran ke wilayah selatan israel petugas pemadam kebakaran berjibaku memadamkan api sementara asap tebal membumbung tinggi dari area terdampak tim dari,sebuah gudang di kawasan industri ne ot hovav dekat beersheba terbakar pada minggu setelah terdampak serangan iran ke wilayah selatan israel petugas pemadam kebakaran berjibaku memadamkan api sementara asap tebal membumbung tinggi dari area terdampak tim dari,gudang kawasan industri ne ot hovav dekat beersheba terbakar minggu setelah terdampak serangan iran wilayah selatan israel petugas pemadam kebakaran berjibaku memadamkan api sementara asap tebal membumbung tinggi area terdampak tim,gudang kawasan industr ne ot hovav dekat beersheba bakar minggu sete dampak serangan iran wilayah selatan israel tugas madam bakaran berjiba madam ap sementara asap tebal mbumbung tingg area dampak tim
2042803206791794848,2026-04-11T03:13:32.000Z,10,"BREAKING 🚨
Beredar video kebakaran pada bagian belakang sebuah rumah mewah di kawasan POJ City Semarang, Sabtu (21/4/2026) Pagi. 

Petugas dari Dinas Pemadam Kebakaran Kota Semarang telah mengkondisikan kebakaran tersebut. 
Belum diketahui mengenai penyebab dan jumlah kerugian https://t.co/U2AnRk0rsK",2042803206791794848,https://pbs.twimg.com/ext_tw_video_thumb/2042801086155886598/pu/img/nlaxkyeTDp2dddFo.jpg,,in,,0,0,1,https://x.com/Jateng_Twit/status/2042803206791794848,785145642,Jateng_Twit,"BREAKING 🚨
Beredar video kebakaran pada bagian belakang sebuah rumah mewah di kawasan POJ City Semarang, Sabtu (21/4/2026) Pagi. 

Petugas dari Dinas Pemadam Kebakaran Kota Semarang telah mengkondisikan kebakaran tersebut. 
Belum diketahui mengenai penyebab dan jumlah kerugian https://t.co/U2AnRk0rsK",breaking beredar video kebakaran pada bagian belakang sebuah rumah mewah di kawasan poj city semarang sabtu pagi petugas dari dinas pemadam kebakaran kota semarang telah mengkondisikan kebakaran tersebut belum diketahui mengenai penyebab dan jumlah kerugian,breaking beredar video kebakaran pada bagian belakang sebuah rumah mewah di kawasan poj city semarang sabtu pagi petugas dari dinas pemadam kebakaran kota semarang telah mengkondisikan kebakaran tersebut belum diketahui mengenai penyebab dan jumlah kerugian,breaking beredar video kebakaran bagian belakang rumah mewah kawasan poj city semarang sabtu pagi petugas dinas pemadam kebakaran kota semarang telah mengkondisikan kebakaran tersebut belum diketahui mengenai penyebab jumlah kerugian,breaking beredar video bakaran bagian belakang rumah wah kawasan poj city semarang sabtu pag tugas nas madam bakaran kota semarang te ngkondisi bakaran sebut belum ketahu ngena nyebab jum rugian
2044247488421605646,2026-04-15T02:52:36.000Z,2,"Babinsa Koramil 1426-04/Galesong, Kodim 1426/Takalar Desa Kalukuang Serda Kamaruddin bersama Damkar dan warga bergerak cepat memadamkan api dan mengevakuasi barang-barang warganya yang mengalami musibah kebakaran rumah di Desa Kalukuang Kecamatan Galesong Kab. Takalar. https://t.co/Eg3ays8F9x",2044247488421605646,https://pbs.twimg.com/media/HF6gPZGasAAo8IX.jpg,,in,,0,0,0,https://x.com/takalar_kodim/status/2044247488421605646,1027033354464518144,takalar_kodim,"Babinsa Koramil 1426-04/Galesong, Kodim 1426/Takalar Desa Kalukuang Serda Kamaruddin bersama Damkar dan warga bergerak cepat memadamkan api dan mengevakuasi barang-barang warganya yang mengalami musibah kebakaran rumah di Desa Kalukuang Kecamatan Galesong Kab. Takalar. https://t.co/Eg3ays8F9x",babinsa koramil galesong kodim takalar desa kalukuang serda kamaruddin bersama damkar dan warga bergerak cepat memadamkan api dan mengevakuasi barang barang warganya yang mengalami musibah kebakaran rumah di desa kalukuang kecamatan galesong kab takalar,babinsa koramil galesong kodim takalar desa kalukuang serda kamaruddin bersama damkar dan warga bergerak cepat memadamkan api dan mengevakuasi barang barang warganya yang mengalami musibah kebakaran rumah di desa kalukuang kecamatan galesong kab takalar,babinsa koramil galesong kodim takalar desa kalukuang serda kamaruddin bersama damkar warga bergerak cepat memadamkan api mengevakuasi barang barang warganya mengalami musibah kebakaran rumah desa kalukuang kecamatan galesong kab takalar,babinsa koramil galesong kodim takalar desa kalukuang serda kamaruddin bersama damkar warga bergerak cepat madam ap ngevakuas barang barang warga ngalam musibah bakaran rumah desa kalukuang camatan galesong kab takalar
2044391583953326318,2026-04-16T09:20:08.000Z,0,@worksfess pemadam kebakaran kek seru banget,2044707405683208365,,worksfess,in,,0,0,0,https://x.com/ventagonis/status/2044707405683208365,293530216,ventagonis,@worksfess pemadam kebakaran kek seru banget,pemadam kebakaran kek seru banget,pemadam kebakaran kek seru banget,pemadam kebakaran kek seru banget,madam bakaran k seru banget
