"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2045259306111815752","2026-04-17T21:53:12.000Z","1","#Gempa Mag:5.4, 18-Apr-2026 04:46:29WIB, Lok:6.05LS, 148.56BT (909 km Tenggara PEG-BINTANG-PAPUA), Kedlmn:22 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/QDuCtY2ZGm","2045259306111815752","https://pbs.twimg.com/tweet_video_thumb/HGI4gCWaAAAl6Tw.jpg","","in","","0","0","0","https://x.com/infoBMKG/status/2045259306111815752","108543358","infoBMKG"
"2045257285208097047","2026-04-17T21:45:10.000Z","2","#Gempa Mag:2.3, 18-Apr-2026 04:41:43WIB, Lok:8.60LS, 110.26BT (77 km BaratDaya GUNUNGKIDUL-DIY), Kedlmn:19 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/R2pqPiUeEr","2045257285208097047","https://pbs.twimg.com/tweet_video_thumb/HGI2qboaUAAneT3.jpg","","in","","0","0","1","https://x.com/infoBMKG/status/2045257285208097047","108543358","infoBMKG"
"2044219030488400182","2026-04-15T00:59:31.000Z","4083","Komplotan Begal Terhadap Petugas Pemadam Kebakaran Di Gambir Dibekuk Polisi, 7 Pelaku Diamankan ‼

Jajaran Polres Metro Jakarta Pusat menangkap komplotan begal yang beraksi di kawasan Gambir, Jakarta Pusat. Penangkapan dilakukan pada Senin (13/4/2026) di sebuah apartemen di https://t.co/nBDaGqdyiy","2044219030488400182","https://pbs.twimg.com/amplify_video_thumb/2044218583451103232/img/s_glWj_Hj9UFrYis.jpg","","in","","34","179","560","https://x.com/RadioElshinta/status/2044219030488400182","121640063","RadioElshinta"
"2044985864586248552","2026-04-17T03:47:52.000Z","0","Setelah mengerahkan 10 unit dan 50 personel, pemadaman api dinyatakan selesai pukul 04.52 WIB.","2044986172821434467","","humasjakfire","in","","0","0","0","https://x.com/humasjakfire/status/2044986172821434467","555862521","humasjakfire"
"2044316588095221804","2026-04-15T07:27:10.000Z","1","Polisi menangkap sejumlah pelaku pencurian dengan kekerasan (curas) atau begal terhadap seorang anggota pemadam kebakaran di kawasan Jakarta Pusat. Bahkan, peristiwa yang dialami korban sempat menjadi perhatian publik setelah videonya viral di media sosial. Ada sebanyak 5 pelaku https://t.co/45esaRQ4Xg","2044316588095221804","https://pbs.twimg.com/media/HF7fFsSaUAAAicR.jpg","","in","","0","0","1","https://x.com/RadioElshinta/status/2044316588095221804","121640063","RadioElshinta"
"2043179300048830891","2026-04-12T04:16:44.000Z","1","@MindaXtv Cara memadamkan api, ambil kain basah yang bisa menyerap air, basahi, lalu tutup apinya sampai gak ada udara yang masuk.","2043181498875232669","","MindaXtv","in","","0","1","1","https://x.com/Lima8Satu/status/2043181498875232669","1237012707481550848","Lima8Satu"
"2038449475488997540","2026-03-30T02:53:22.000Z","8","Sebuah gudang di kawasan industri Ne’ot Hovav, dekat Beersheba, terbakar pada Minggu (29/3) setelah terdampak serangan Iran ke wilayah selatan Israel.

Petugas pemadam kebakaran berjibaku memadamkan api, sementara asap tebal membumbung tinggi dari area terdampak.

Tim dari https://t.co/X9nMzlgQyb","2038449475488997540","https://pbs.twimg.com/amplify_video_thumb/2038449378751635456/img/UVfCx5C8GepsGgVm.jpg","","in","","0","0","1","https://x.com/Metro_TV/status/2038449475488997540","57261519","Metro_TV"
"2042803206791794848","2026-04-11T03:13:32.000Z","10","BREAKING 🚨
Beredar video kebakaran pada bagian belakang sebuah rumah mewah di kawasan POJ City Semarang, Sabtu (21/4/2026) Pagi. 

Petugas dari Dinas Pemadam Kebakaran Kota Semarang telah mengkondisikan kebakaran tersebut. 
Belum diketahui mengenai penyebab dan jumlah kerugian https://t.co/U2AnRk0rsK","2042803206791794848","https://pbs.twimg.com/ext_tw_video_thumb/2042801086155886598/pu/img/nlaxkyeTDp2dddFo.jpg","","in","","0","0","1","https://x.com/Jateng_Twit/status/2042803206791794848","785145642","Jateng_Twit"
"2044247488421605646","2026-04-15T02:52:36.000Z","2","Babinsa Koramil 1426-04/Galesong, Kodim 1426/Takalar Desa Kalukuang Serda Kamaruddin bersama Damkar dan warga bergerak cepat memadamkan api dan mengevakuasi barang-barang warganya yang mengalami musibah kebakaran rumah di Desa Kalukuang Kecamatan Galesong Kab. Takalar. https://t.co/Eg3ays8F9x","2044247488421605646","https://pbs.twimg.com/media/HF6gPZGasAAo8IX.jpg","","in","","0","0","0","https://x.com/takalar_kodim/status/2044247488421605646","1027033354464518144","takalar_kodim"
"2044391583953326318","2026-04-16T09:20:08.000Z","0","@worksfess pemadam kebakaran kek seru banget","2044707405683208365","","worksfess","in","","0","0","0","https://x.com/ventagonis/status/2044707405683208365","293530216","ventagonis"
"2038463458673631591","2026-03-30T03:48:56.000Z","0","Kebakaran hebat melanda sebuah pabrik plastik di Gunung Putri, Bogor, Minggu (29/3). 

Pemadam  Kebakaran Kabupaten Bogor mengerahkan sebanyak 10 unit mobil pemadam,  satu unit SCBA mobile, dua unit rescue, serta sejumlah ambulans untuk  menangani kebakaran.
 
 SCBA merupakan https://t.co/3dVC0tLv37","2038463458673631591","https://pbs.twimg.com/amplify_video_thumb/2038463297830502400/img/WSfqEuNOXCk2BcSs.jpg","","in","","0","1","0","https://x.com/akuratco/status/2038463458673631591","786549338818224128","akuratco"
"2044985864586248552","2026-04-17T03:47:31.000Z","0","Pada pukul 02.52 WIB operasi pemadaman memasuki tahap pendinginan untuk mengurai material yang mudah terbakar agar tidak menyisakan api maupun asap.","2044986087391858743","","humasjakfire","in","","0","1","0","https://x.com/humasjakfire/status/2044986087391858743","555862521","humasjakfire"
"2044985864586248552","2026-04-17T03:47:16.000Z","0","Menindaklanjuti laporan tersebut, unit dan personel segera menuju lokasi untuk melakukan upaya pemadaman. Operasi pemadaman mulai dilaksanakan pada pukul 02.23 WIB. Kemudian api berhasil dilokalisir pada pukul 02.47 WIB.","2044986022061363633","","humasjakfire","in","","0","1","0","https://x.com/humasjakfire/status/2044986022061363633","555862521","humasjakfire"
"2039210341549363511","2026-04-01T05:16:46.000Z","1","Duka datang dari barisan petugas pemadam kebakaran hutan dan lahan (karhutla). Muharmizan, anggota Manggala Agni Daops Sumatera VI/Siak, meninggal dunia usai menjalankan tugas pemadaman di Pulau Bengkalis, Senin (30/3/2026).

#infoRIAU #karhutlaRIAU https://t.co/fRqhCJqjhx","2039210341549363511","https://pbs.twimg.com/media/HEy6_hUa8AAIe9f.jpg","","in","","0","1","3","https://x.com/infoRIAU/status/2039210341549363511","172425532","infoRIAU"
"2042405199482908721","2026-04-10T00:52:00.000Z","36","Velodrom yang digunakan untuk Olimpiade Rio 2016 di Brasil, kebakaran pada Rabu (08/04). 

Api bisa dipadamkan setelah 80 petugas dan 20 mobil pemadam kebakaran dikerahkan ke lokasi. Tidak ada korban dalam kejadian ini. https://t.co/lLhL4PXiuS","2042405199482908721","https://pbs.twimg.com/amplify_video_thumb/2042266690248187904/img/WKFBkQPUqvRmCN27.jpg","","in","","0","0","7","https://x.com/BBCIndonesia/status/2042405199482908721","23772644","BBCIndonesia"
"2045262386052128774","2026-04-17T22:05:26.000Z","0","akkk kmaren nerjang banjir, padahal pas berangkat kering kering aja pas sampe di titik banjirnya juga ga ujan aku cobain terjang ehh taunya dalemm woee, motor aku mogok udah di bongkar dll sampe 3 jam ga nyala nyala aku sendiri dan aku kapok ☺️🙏🏻","2045262386052128774","","","in","","0","0","0","https://x.com/muladarinoLL/status/2045262386052128774","1896804710881034240","muladarinoLL"
"2044366799417077797","2026-04-15T10:47:06.000Z","0","Pada pukul 15.49 WIB operasi pemadaman memasuki tahap pendinginan untuk mengurai material yang mudah terbakar agar tidak menyisakan api maupun asap.","2044366900059365826","","humasjakfire","in","","0","1","0","https://x.com/humasjakfire/status/2044366900059365826","555862521","humasjakfire"
