"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2048233101403586778","2026-04-28T02:21:52.000Z","0","@ImamBesar212 Kalau ane ada di situ tinggal panggil DAMKAR. Selesai","2048950797036392780","","ImamBesar212","in","","0","0","0","https://x.com/woqie2/status/2048950797036392780","1377132912919801859","woqie2"
"2048681933081923808","2026-04-27T08:34:26.000Z","0","Kepala Bidang Operasional dan Penyelamatan Damkar Kota Semarang Tantri Pradono menyayangkan aksi tersebut karena mengganggu kesiapsiagaan petugas Fenan juga diminta mencoba langsung tugas pemadam sebagai efek jera.

#KebakaranPalsu #DamkarSemarang #InfoSemarang","2048682167442837684","","alineadotid","in","","0","0","0","https://x.com/alineadotid/status/2048682167442837684","354168059","alineadotid"
"2048899995093340383","2026-04-27T23:00:00.000Z","0","#Lokermalang 

WE ARE HIRING‼️

▪️ TEAM DAPUR

- Perempuan Muslimah usia 20-30th
- Bersedia tinffal di Mess
- Sehat jasmani dan rohani
- Jujur, disiplin, rajin dan bertanggung jawab

P͟l͟e͟a͟s͟e͟ s͟e͟n͟d͟ y͟o͟u͟r͟ C͟V͟ t͟o͟ :
📱 : 0815-1123-8994 https://t.co/NxUVAYo3FT","2048899995093340383","https://pbs.twimg.com/media/HG7azPsaEAAOpFf.jpg","","in","","0","0","0","https://x.com/Lokermalang/status/2048899995093340383","828240679","Lokermalang"
"2048745459435594013","2026-04-27T12:45:56.000Z","1","Dalam rangka memperingati HUT Damkar ke-107, Dinas Gulkarmat Provinsi DKI Jakarta menyelenggarakan rangkaian perlombaan yang meliputi Pekan Olahraga Pegawai dan Dharma Wanita Persatuan, serta lomba kebersihan dan ketahanan pangan kantor.

#PemadamJakarta  - @dkijakarta https://t.co/ivJfXebUgQ","2048745459435594013","https://pbs.twimg.com/media/HG6bIcAaEAAWb1J.jpg","","in","","0","1","0","https://x.com/humasjakfire/status/2048745459435594013","555862521","humasjakfire"
"2047195837722403246","2026-04-23T06:08:17.000Z","35","Aksi Gerak Cepat Damkar yang terpaksa Menabrak mobil yang gak mau minggir https://t.co/ajHFrr7EV5","2047195837722403246","https://pbs.twimg.com/ext_tw_video_thumb/2047195819452084224/pu/img/ZBhRjlwgRLjujuGU.jpg","","in","","0","1","5","https://x.com/OmJ_J3Nggott/status/2047195837722403246","721590341669748736","OmJ_J3Nggott"
"2048302483668431127","2026-04-26T07:25:42.000Z","9","Ngeprank Damkar, Debt Collector Diberi Jajal Selang Air Tekanan Tinggi https://t.co/TE5Z4Z4HYn","2048302483668431127","","","in","","0","1","2","https://x.com/CNNIndonesia/status/2048302483668431127","17128975","CNNIndonesia"
"2047888449869643900","2026-04-25T04:00:29.000Z","3","Prank kebakaran bikin Damkar murka, pelaku diduga DC pinjol.
https://t.co/iUDzT3Prr2","2047888449869643900","","","in","","0","0","3","https://x.com/liputan6dotcom/status/2047888449869643900","47596019","liputan6dotcom"
"2048759781670920463","2026-04-27T13:42:50.000Z","0","🔥Ngene iki POV dadi petugas Damkar Tulungagung pas enek kobongan sampah seng mrembet neng truk neng Deso Kepuhrejo, Kecamatan Ngantru 🔥

Panggah ngati-ngati karo sumber geni yo, Cah.

video ko hene @damkar.tulungagung
#KacamataTulungagung #Tulungagung #BanggaBosoTulungagungan https://t.co/58NFWKhjpW","2048759781670920463","https://pbs.twimg.com/amplify_video_thumb/2048759247836749824/img/g7gu_wbLqo6v1tei.jpg","","in","","0","0","0","https://x.com/kacamata_ta/status/2048759781670920463","1009332834681516034","kacamata_ta"
"2048970004142719042","2026-04-28T03:38:11.000Z","0","#LalinSonora 10.35 Situasi arus lalin di jl sudirman arah semanggi padat merayap. Arah sebaliknya ramai lancar. Di flyover Satrio arah Karet / Tanah Abang padat mengalir. Cuaca berawan. (Bp Roni) https://t.co/Wba7ogFhuW","2048970004142719042","https://pbs.twimg.com/amplify_video_thumb/2048969967954186240/img/ALsrL9GIQRmsyxnP.jpg","","in","","0","0","0","https://x.com/SonoraFM92/status/2048970004142719042","180696019","SonoraFM92"
"2048978507959832800","2026-04-28T04:11:59.000Z","0","Selamat kepada Pegawai Loka PK Pekanbaru atas prestasinya sebagai Petugas Pelayanan Publik Terbaik Triwulan I tahun 2026!

Teruslah menjadi pegawai teladan yang mengimplementasikan kode etik dan integritas dalam Pelayanan Publik!✨ #PetugasPelayanan #LPKPekanbaru #DJPK #KKP https://t.co/yy1adSUCdJ","2048978507959832800","https://pbs.twimg.com/media/HG9vGAzaIAA2GNO.jpg","","in","","0","0","0","https://x.com/lokapkpekanbaru/status/2048978507959832800","723444688674381824","lokapkpekanbaru"
"2048962566257602877","2026-04-28T03:47:29.000Z","0","@Matem4tika @PT_Transjakarta @dishubjakarta Harap lengkapi informasi di bawah ini, agar dapat dilakukan pengecekan oleh petugas:

Alamat Lengkap (Jalan, RT, RW, Kelurahan) :
Patokan Lokasi Laporan :
Bukti Pendukung :

Anda juga dapat melaporkan melalui Aplikasi JAKI yang dapat diunduh melalui :
📱 Play Store:","2048972345348325781","","Matem4tika","in","","0","0","0","https://x.com/DKIJakarta/status/2048972345348325781","166014938","DKIJakarta"
"2047860256928411950","2026-04-25T02:08:27.000Z","1","Damkar Semarang Polisikan Pelaku Prank Kebakaran

#Damkar #Semarang #Polisikan #Pelaku #Prank #Kebakaran #Berita #Info

https://t.co/AKuLgGbRgn","2047860256928411950","","","in","","0","0","1","https://x.com/Info_Ambon1/status/2047860256928411950","1846347734","Info_Ambon1"
"2048615763532271976","2026-04-27T04:10:34.000Z","1","Aspek Keselamatan Kebakaran Disorot Komisi A
#DPRD #DPRDDKIJAKARTA #DPRDDKJ #DKIJAKARTA #DKIJAKARTA
https://t.co/XbGeZxXcVs https://t.co/UnWj91U1Ik","2048615763532271976","https://pbs.twimg.com/media/HG4lJQoaoAAMGe1.jpg","","in","","0","0","0","https://x.com/dprddkijakarta/status/2048615763532271976","4677002173","dprddkijakarta"
"2048979890142404861","2026-04-28T04:17:28.000Z","0","Operasi Kakas JIPK bongkar beberapa kesalahan
#MediaPermata #BeritaBrunei #Brunei #Nasional #OperasiKakas #JIPK #bongkar #beberapa #kesalahan
https://t.co/qnVTtnlvIj","2048979890142404861","","","in","","0","0","0","https://x.com/MediaPermata/status/2048979890142404861","1060836139764838401","MediaPermata"
"2048704179078885659","2026-04-27T10:01:54.000Z","1","SUNYI JERUJI, NYALA IMAN TAK PERNAH PADAM
https://t.co/qY3OBIABQU

#Kemenimipas
#ditjenpas
#kanwilditjenpasmaluku https://t.co/boZ2EKpAbI","2048704179078885659","https://pbs.twimg.com/media/HG51lo_aUAAkyrt.jpg","","in","","0","1","0","https://x.com/Lapas_Saparua/status/2048704179078885659","1336498352444170246","Lapas_Saparua"
"2048955176686620698","2026-04-28T02:44:59.000Z","1","@arieparikesit Lampu-lampu, apang kukus, balapis, apang bakar","2048956617199419708","","arieparikesit","in","","0","1","0","https://x.com/kakakpembinah/status/2048956617199419708","1967506047867990016","kakakpembinah"
"2048293138771624152","2026-04-27T03:46:38.000Z","0","@OmJ_J3Nggott Nanti kalo ada bencana/musibah kebakaran panggil aja @Puspen_TNI @Kemhan_RI atau ga kalo misal ada uler di jalan,atau ga kalo ada warga yg palanya nyanggut di pager gausah nelfon damkar,panggil aja TNI wkwkw","2048609743514780118","","OmJ_J3Nggott","in","","0","0","0","https://x.com/rhmndaputraa/status/2048609743514780118","964621123","rhmndaputraa"
"2047502120749027521","2026-04-24T02:46:58.000Z","1","@NenkMonica Kita lihat saja nanti di lapangan ketika terjadi kebakaran. Adakah unit damkar ini.","2047507562241868140","","NenkMonica","in","","0","0","0","https://x.com/Ari3Pras/status/2047507562241868140","4200694752","Ari3Pras"
"2048923510534553778","2026-04-28T00:33:40.000Z","0","tysm buat bapak bapak damkar yg cepat tanggap 😭😭😭🙏","2048923567275028602","","lupiiisjawaa","in","","0","0","0","https://x.com/lupiiisjawaa/status/2048923567275028602","1481079695148187648","lupiiisjawaa"
"2047585288944501029","2026-04-24T07:55:49.000Z","1","Baca di sini: https://t.co/SXVn55dKnU

""Kalau ada laporan kebakaran beneran bagaimana. Kita hanya 10 unit yang operasional. Ini kan sangat merepotkan,"" kata Tantri.

~SN #damkar #laporanPalsu #pinjol https://t.co/5WuTeXNmuk","2047585288944501029","https://pbs.twimg.com/media/HGp786DboAAwQ4D.jpg","","in","","0","0","1","https://x.com/kompascom/status/2047585288944501029","23343960","kompascom"
"2048979175512711401","2026-04-28T04:14:38.000Z","0","ASTAGHFIRULLAH!!!!!!
LU PADA BENER-BENER YEE!!","2048979175512711401","","","in","","0","0","0","https://x.com/txttambun/status/2048979175512711401","1801390191627931651","txttambun"
"2048973625211133967","2026-04-28T03:52:35.000Z","0","(27/4/2026).

@divisihumaspolri
@humaspoldajatim
@polisi_indonesia
@polisi_indonesia
@spripimpoldajatim
@alexsandysiregar
@retylexoo

#IndonesiaDamai
#divisihumaspolri
#humaspolri
#humaspoldajatim
#lumajangaman","2048973629363499036","","PolsekTempeh","und","","0","0","0","https://x.com/PolsekTempeh/status/2048973629363499036","1062892109168963584","PolsekTempeh"
"2048361444346134996","2026-04-26T11:19:59.000Z","1","Gulkarmat Diminta Siapkan SOP Penanganan Kebakaran Kendaraan Listrik

#BacadiBJ 
#beritajakarta 
#dkijakarta 
#jaki 
#welovejakarta 

https://t.co/urOdmeMhcn","2048361444346134996","","","in","","0","0","0","https://x.com/BeritaJakarta/status/2048361444346134996","213204035","BeritaJakarta"
"2048979261189673105","2026-04-28T04:14:58.000Z","0","✨STRONG INTEGRITY✨

Melalui Deklarasi Pembangunan Zona Integritas menuju WBK/WBBM, Loka PK Pekanbaru menegaskan komitmen dalam mewujudkan tata kelola pemerintahan yang bersih, akuntabel, serta pelayanan publik yang prima.

Salam INTEGRITAS!✨ #LPKPekanbaru #DJPK #KKP https://t.co/2yl4KYsvhN","2048979261189673105","https://pbs.twimg.com/ext_tw_video_thumb/2048978931341197312/pu/img/ZdMdcQcGG9xnooeT.jpg","","in","","0","0","0","https://x.com/lokapkpekanbaru/status/2048979261189673105","723444688674381824","lokapkpekanbaru"
"2048382690790093155","2026-04-26T12:44:36.000Z","0","""itu siapa pah kok main air""

Damkar itu namanya

""Semprottt piu piu piu 🚒 💦"" https://t.co/ygiRHNR9MF","2048382739305705552","https://pbs.twimg.com/media/HG1RPbZaIAEfO7R.jpg","koushiespede","in","","0","1","0","https://x.com/koushiespede/status/2048382739305705552","1911485040426455040","koushiespede"
"2048015670802293174","2026-04-25T12:26:00.000Z","2","Agak susah untuk tidak berkomentar apakah saat ini job desk nya TNI jadi Damkar mungkin kalau cuma 10 unit mungkin masih masuk akal untuk mencegah kebakaran di markas Kodam Brawijaya kalau seratus mobil dakmar itu buat apa lebih baik dihibahkan saja ke damkar Provinsi Jawa timur https://t.co/C9nwLGMZLI","2048015670802293174","https://pbs.twimg.com/ext_tw_video_thumb/2048015631312965633/pu/img/ztOXz2Ve-Ef95_6F.jpg","","in","","0","1","0","https://x.com/165Hati/status/2048015670802293174","1752532657639165952","165Hati"
