"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2053732927612350681","2026-05-11T07:04:58.000Z","0","स्वच्छ एवं विकसित समाज के निर्माण में ऐसे कर्मयोगियों का सम्मान, उनके कार्य के प्रति हमारी कृतज्ञता और सम्मान भाव का प्रतीक है।

#स्वच्छता #ग्रामीण
#आपणो_अग्रणी_राजस्थान https://t.co/A6qDqBoeWB","2053733084009533522","https://pbs.twimg.com/media/HIBTWA2aMAAsGNA.jpg","madandilawar","hi","","0","0","0","https://x.com/madandilawar/status/2053733084009533522","2311814112","madandilawar"
"2053714960912662740","2026-05-11T06:33:01.000Z","1","@deepak_ver64576 @Baliyan_x Gaddar Pappu nai aane wala keep crying bitch. Pehle ki condition aur abhi Mein Fark hai but idiotic pappu fans won't know because they are stupid","2053725045256761663","","deepak_ver64576","en","","0","0","0","https://x.com/AmayRuhela/status/2053725045256761663","2453319068","AmayRuhela"
"2053727762054259027","2026-05-11T06:55:00.000Z","0","@narendramodi ॐ नमः शिवाय।।🚩
हर हर महादेव।।🚩
🙏🙏🙏🙏🙏","2053730577967444298","","narendramodi","hi","","0","0","0","https://x.com/HindOmkar/status/2053730577967444298","1274720069566607370","HindOmkar"
"2053474046298538175","2026-05-11T04:11:26.000Z","1","@DrRakeshPathak7 दौ कौड़ी के दल्ले पतलकारो गधे को घोड़ा कब तक बनाएंगे तेरा मालिक कुली मेकेनिक मजदूर बन कर भी वोट नहीं ले पा रहा है अब तो फर्जी वोट देने वाले भी नहीं बचे
पहला गधा देख रहा हू जो एक परिवार की पार्टी के सामने नाक रगड़ कर बिना मांगे समर्थन देने पहुंचा है शर्म बची है कि बेच खाई https://t.co/aCCq0nM0fA","2053689414401053169","https://pbs.twimg.com/media/HIAro4MbIAABSiU.jpg","DrRakeshPathak7","hi","","0","1","0","https://x.com/lala_thakur/status/2053689414401053169","379116797","lala_thakur"
"2053725579523096976","2026-05-11T06:42:20.000Z","0","@narendramodi ॐ नमः शिवाय।।🚩
हर हर महादेव।।🚩
🙏🙏🙏🙏🙏","2053727387444199586","","narendramodi","hi","","0","0","0","https://x.com/HindOmkar/status/2053727387444199586","1274720069566607370","HindOmkar"
"2053730205546791075","2026-05-11T07:10:07.000Z","0","@UmangSinghar विकास के नाम पर सरकार प्रदेश के भविष्य को विनाश की और ले जा रही। भूमाफिया, रेत माफ़िया, जंगल माफ़िया सब प्राकृतिक संसाधनों के दोहन मे लगे है। https://t.co/2W8C0jANgl","2053734379911065918","https://pbs.twimg.com/media/HIBUhZ8aAAAsA6r.jpg","UmangSinghar","hi","","0","0","0","https://x.com/Aamir_mansori/status/2053734379911065918","1584823909","Aamir_mansori"
"2053667332116152363","2026-05-11T06:52:57.000Z","0","@piedpiperlko हर हर महादेव 🙏 ॐ नमः शिवाय 🙏 शुभ दिन कि मंगल कामनाय 🙏☕🌻","2053730059442401633","","piedpiperlko","hi","","0","0","0","https://x.com/Pantpuran1/status/2053730059442401633","1247209232379678721","Pantpuran1"
"2053727285971488816","2026-05-11T06:42:37.000Z","0","@narendramodi ॐ नमः शिवाय।।🚩
हर हर महादेव।।🚩
🙏🙏🙏🙏🙏","2053727457887605204","","narendramodi","hi","","0","0","0","https://x.com/HindOmkar/status/2053727457887605204","1274720069566607370","HindOmkar"
"2051702260749730137","2026-05-05T16:35:12.000Z","16","हे नाथ! हे मेरे नाथ! मैं आपको भूलूँ नहीं!! ✨

#BadaMangalwar #Lucknow https://t.co/sQTIf3mXeJ","2051702260749730137","https://pbs.twimg.com/amplify_video_thumb/2051702104809742339/img/Z4ofZCk7h0u8qNCG.jpg","","hi","","0","1","3","https://x.com/DamanIndra/status/2051702260749730137","1185569542560460800","DamanIndra"
"2053687439269745096","2026-05-11T06:51:39.000Z","1","@PrabodhMishra4 राम राम जी 🙏🫂🙏 ॐ नमः शिवाय 🚩 हर हर महादेव 🙏☕🌻😘☕ https://t.co/1eg9ELvjIh","2053729732894818448","https://pbs.twimg.com/media/HIBQTtsbAAAkguX.jpg","PrabodhMishra4","hi","","0","0","1","https://x.com/Pantpuran1/status/2053729732894818448","1247209232379678721","Pantpuran1"
